id,sales
0,12.391196594544605
1,14.423893853259106
2,14.466543420440653
3,15.469904913073796
4,16.4969896401578
5,17.545434674949483
6,18.586458607127696
7,12.391196594544605
8,14.423893853259106
9,14.466543420440653
10,15.469904913073796
11,16.4969896401578
12,17.545434674949483
13,18.586458607127696
14,12.391196594544605
15,14.423893853259106
16,14.466543420440653
17,15.469904913073796
18,16.4969896401578
19,17.545434674949483
20,18.586458607127696
21,12.391196594544605
22,14.423893853259106
23,14.466543420440653
24,15.469904913073796
25,16.4969896401578
26,17.545434674949483
27,18.586458607127696
28,12.391196594544605
29,14.423893853259106
30,14.466543420440653
31,17.148165475265444
32,18.286674015306293
33,19.44886014698277
34,20.60282009392575
35,13.735461907087867
36,15.988677369588649
37,16.03595379692206
38,17.148165475265444
39,18.286674015306293
40,19.44886014698277
41,20.60282009392575
42,13.735461907087867
43,15.988677369588649
44,16.03595379692206
45,17.148165475265444
46,18.286674015306293
47,19.44886014698277
48,20.60282009392575
49,13.735461907087867
50,15.988677369588649
51,16.03595379692206
52,17.148165475265444
53,18.286674015306293
54,19.44886014698277
55,20.60282009392575
56,13.735461907087867
57,15.988677369588649
58,16.03595379692206
59,20.600224300981427
60,21.967923447998277
61,23.364066669648338
62,24.75032771172089
63,16.50051701283902
64,19.207322238908674
65,19.26411577805559
66,20.600224300981427
67,21.967923447998277
68,23.364066669648338
69,24.75032771172089
70,16.50051701283902
71,19.207322238908674
72,19.26411577805559
73,20.600224300981427
74,21.967923447998277
75,23.364066669648338
76,24.75032771172089
77,16.50051701283902
78,19.207322238908674
79,19.26411577805559
80,20.600224300981427
81,21.967923447998277
82,23.364066669648338
83,24.75032771172089
84,16.50051701283902
85,19.207322238908674
86,19.26411577805559
87,20.600224300981427
88,21.967923447998277
89,23.364066669648338
90,17.48012254048336
91,20.347625844052725
92,20.40779111178484
93,21.823221954949034
94,23.27211889980032
95,24.751148591992322
96,26.219709417672604
97,17.48012254048336
98,20.347625844052725
99,20.40779111178484
100,21.823221954949034
101,23.27211889980032
102,24.751148591992322
103,26.219709417672604
104,17.48012254048336
105,20.347625844052725
106,20.40779111178484
107,21.823221954949034
108,23.27211889980032
109,24.751148591992322
110,26.219709417672604
111,17.48012254048336
112,20.347625844052725
113,20.40779111178484
114,21.823221954949034
115,23.27211889980032
116,24.751148591992322
117,26.219709417672604
118,17.48012254048336
119,20.347625844052725
120,20.40779111178484
121,24.190725372245
122,25.796806644659217
123,27.43628963095121
124,29.064168030383083
125,19.376462592139287
126,22.55504846107514
127,22.621740788709424
128,24.190725372245
129,25.796806644659217
130,27.43628963095121
131,29.064168030383083
132,19.376462592139287
133,22.55504846107514
134,22.621740788709424
135,24.190725372245
